Part 5 - Risk & Simulation Results

Summary Statistics
Order Quantity (Q*),270
Number of Trials,500
Random Seed,6334
Mean Profit,$372.98
Standard Deviation,$194.25
Minimum Profit,$-80.00
Maximum Profit,$520.00
Number of Losses,34
Probability of Loss,0.0680

Trial Data
Trial,Demand,Sales,Leftover,Revenue,Salvage,Shipping,Ordering,Variable Cost,Profit,Loss
334,278.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
335,120.00,120.00,150.00,600.00,225.00,75.00,20.00,810.00,-80.00,1
336,419.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
337,162.00,162.00,108.00,810.00,162.00,54.00,20.00,810.00,88.00,0
338,274.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
339,344.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
340,233.00,233.00,37.00,1165.00,55.50,18.50,20.00,810.00,372.00,0
341,279.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
342,382.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
343,333.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
344,235.00,235.00,35.00,1175.00,52.50,17.50,20.00,810.00,380.00,0
345,330.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
346,196.00,196.00,74.00,980.00,111.00,37.00,20.00,810.00,224.00,0
347,167.00,167.00,103.00,835.00,154.50,51.50,20.00,810.00,108.00,0
348,287.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
349,245.00,245.00,25.00,1225.00,37.50,12.50,20.00,810.00,420.00,0
350,373.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
351,190.00,190.00,80.00,950.00,120.00,40.00,20.00,810.00,200.00,0
352,225.00,225.00,45.00,1125.00,67.50,22.50,20.00,810.00,340.00,0
353,159.00,159.00,111.00,795.00,166.50,55.50,20.00,810.00,76.00,0
354,314.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
355,274.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
356,142.00,142.00,128.00,710.00,192.00,64.00,20.00,810.00,8.00,0
357,274.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
358,290.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
359,373.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
360,391.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
361,242.00,242.00,28.00,1210.00,42.00,14.00,20.00,810.00,408.00,0
362,250.00,250.00,20.00,1250.00,30.00,10.00,20.00,810.00,440.00,0
363,311.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
364,192.00,192.00,78.00,960.00,117.00,39.00,20.00,810.00,208.00,0
365,299.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
366,372.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
367,308.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
368,196.00,196.00,74.00,980.00,111.00,37.00,20.00,810.00,224.00,0
369,353.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
370,382.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
371,278.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
372,218.00,218.00,52.00,1090.00,78.00,26.00,20.00,810.00,312.00,0
373,398.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
374,315.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
375,410.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
376,344.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
377,331.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
378,290.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
379,201.00,201.00,69.00,1005.00,103.50,34.50,20.00,810.00,244.00,0
380,394.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
381,280.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
382,359.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
383,265.00,265.00,5.00,1325.00,7.50,2.50,20.00,810.00,500.00,0
384,216.00,216.00,54.00,1080.00,81.00,27.00,20.00,810.00,304.00,0
385,302.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
386,175.00,175.00,95.00,875.00,142.50,47.50,20.00,810.00,140.00,0
387,268.00,268.00,2.00,1340.00,3.00,1.00,20.00,810.00,512.00,0
388,321.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
389,182.00,182.00,88.00,910.00,132.00,44.00,20.00,810.00,168.00,0
390,144.00,144.00,126.00,720.00,189.00,63.00,20.00,810.00,16.00,0
391,248.00,248.00,22.00,1240.00,33.00,11.00,20.00,810.00,432.00,0
392,128.00,128.00,142.00,640.00,213.00,71.00,20.00,810.00,-48.00,1
393,402.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
394,324.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
395,306.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
396,370.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
397,247.00,247.00,23.00,1235.00,34.50,11.50,20.00,810.00,428.00,0
398,407.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
399,252.00,252.00,18.00,1260.00,27.00,9.00,20.00,810.00,448.00,0
400,338.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
401,317.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
402,303.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
403,416.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
404,414.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
405,279.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
406,393.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
407,135.00,135.00,135.00,675.00,202.50,67.50,20.00,810.00,-20.00,1
408,392.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
409,325.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
410,375.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
411,306.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
412,361.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
413,336.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
414,227.00,227.00,43.00,1135.00,64.50,21.50,20.00,810.00,348.00,0
415,222.00,222.00,48.00,1110.00,72.00,24.00,20.00,810.00,328.00,0
416,237.00,237.00,33.00,1185.00,49.50,16.50,20.00,810.00,388.00,0
417,158.00,158.00,112.00,790.00,168.00,56.00,20.00,810.00,72.00,0
418,130.00,130.00,140.00,650.00,210.00,70.00,20.00,810.00,-40.00,1
419,395.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
420,306.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
421,396.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
422,275.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
423,324.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
424,173.00,173.00,97.00,865.00,145.50,48.50,20.00,810.00,132.00,0
425,282.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
426,256.00,256.00,14.00,1280.00,21.00,7.00,20.00,810.00,464.00,0
427,166.00,166.00,104.00,830.00,156.00,52.00,20.00,810.00,104.00,0
428,129.00,129.00,141.00,645.00,211.50,70.50,20.00,810.00,-44.00,1
429,190.00,190.00,80.00,950.00,120.00,40.00,20.00,810.00,200.00,0
430,135.00,135.00,135.00,675.00,202.50,67.50,20.00,810.00,-20.00,1
431,365.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
432,386.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
433,305.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
434,235.00,235.00,35.00,1175.00,52.50,17.50,20.00,810.00,380.00,0
435,346.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
436,384.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
437,210.00,210.00,60.00,1050.00,90.00,30.00,20.00,810.00,280.00,0
438,395.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
439,174.00,174.00,96.00,870.00,144.00,48.00,20.00,810.00,136.00,0
440,342.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
441,366.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
442,340.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
443,220.00,220.00,50.00,1100.00,75.00,25.00,20.00,810.00,320.00,0
444,144.00,144.00,126.00,720.00,189.00,63.00,20.00,810.00,16.00,0
445,316.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
446,389.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
447,168.00,168.00,102.00,840.00,153.00,51.00,20.00,810.00,112.00,0
448,142.00,142.00,128.00,710.00,192.00,64.00,20.00,810.00,8.00,0
449,192.00,192.00,78.00,960.00,117.00,39.00,20.00,810.00,208.00,0
450,354.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
451,363.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
452,404.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
453,345.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
454,263.00,263.00,7.00,1315.00,10.50,3.50,20.00,810.00,492.00,0
455,291.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
456,226.00,226.00,44.00,1130.00,66.00,22.00,20.00,810.00,344.00,0
457,376.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
458,366.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
459,386.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
460,282.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
461,150.00,150.00,120.00,750.00,180.00,60.00,20.00,810.00,40.00,0
462,350.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
463,364.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
464,384.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
465,350.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
466,379.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
467,273.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
468,401.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
469,136.00,136.00,134.00,680.00,201.00,67.00,20.00,810.00,-16.00,1
470,131.00,131.00,139.00,655.00,208.50,69.50,20.00,810.00,-36.00,1
471,315.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
472,231.00,231.00,39.00,1155.00,58.50,19.50,20.00,810.00,364.00,0
473,190.00,190.00,80.00,950.00,120.00,40.00,20.00,810.00,200.00,0
474,289.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
475,341.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
476,156.00,156.00,114.00,780.00,171.00,57.00,20.00,810.00,64.00,0
477,134.00,134.00,136.00,670.00,204.00,68.00,20.00,810.00,-24.00,1
478,366.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
479,223.00,223.00,47.00,1115.00,70.50,23.50,20.00,810.00,332.00,0
480,180.00,180.00,90.00,900.00,135.00,45.00,20.00,810.00,160.00,0
481,166.00,166.00,104.00,830.00,156.00,52.00,20.00,810.00,104.00,0
482,252.00,252.00,18.00,1260.00,27.00,9.00,20.00,810.00,448.00,0
483,355.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
484,197.00,197.00,73.00,985.00,109.50,36.50,20.00,810.00,228.00,0
485,338.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
486,301.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
487,155.00,155.00,115.00,775.00,172.50,57.50,20.00,810.00,60.00,0
488,257.00,257.00,13.00,1285.00,19.50,6.50,20.00,810.00,468.00,0
489,179.00,179.00,91.00,895.00,136.50,45.50,20.00,810.00,156.00,0
490,281.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
491,291.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
492,161.00,161.00,109.00,805.00,163.50,54.50,20.00,810.00,84.00,0
493,370.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
494,283.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
495,327.00,270.00,0.00,1350.00,0.00,0.00,20.00,810.00,520.00,0
496,123.00,123.00,147.00,615.00,220.50,73.50,20.00,810.00,-68.00,1
497,250.00,250.00,20.00,1250.00,30.00,10.00,20.00,810.00,440.00,0
498,196.00,196.00,74.00,980.00,111.00,37.00,20.00,810.00,224.00,0
499,146.00,146.00,124.00,730.00,186.00,62.00,20.00,810.00,24.00,0
500,132.00,132.00,138.00,660.00,207.00,69.00,20.00,810.00,-32.00,1
